"fgname","category"
"【PGS】APPLE iPhone6s 奧地利彩鑽手機殼(禮物花)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【東京御用Ninja】iPhone 6S專用高透防刮無痕螢幕+機身保護貼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 直配大陸"
"【Universal】iPhone 6S /6 4.7吋 魔鏡星鑽保護手機殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【Apple】iPhone 6s 64G 4.7吋+小蟻攝影機 + 32G記憶卡(贈玻璃保護貼)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"DELL電池 6芯 PC764 312-0383 321-0384 312-0386 JD634 JD648 RC126 TC030 TD175","副廠-Dell  | 購物中心 | 電池"
"【Elago】iPhone 6S 時尚精研手機保護殼(玫瑰紅+金底)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"DELL UltraSharp U2414H 24型 纖薄邊框設計 LED液晶螢幕《原廠三年保固》","LCD液晶螢幕 | 購物中心 | 南紡購物中心"
"【GCOMM】iPhone6/6S 4.7” Steel Shield 柳葉紋鋼片惻翻皮套(香檳金)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【Macally】Apple原廠認證iPhone 6S Plus 3米Lightning 傳輸線(白)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【原廠授權】APPLE iPhone6/6S史努比限定紀念版彩繪TPU保護軟殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"DELL Inspiron 13 7000 (特殊) 筆電專用 防藍光護眼鏡面螢幕貼 靜電吸附 抗藍光 (13.3吋寬) ","★EZsick 保護貼 | 購物中心 | 周邊"
"【DEVIA】Apple iPhone 6 Plus/6S Plus(柔鑽保護軟套-流星雨)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
"【GCOMM】iPhone5/5S 清透亮炫柔韌多彩保護套(高尚綠)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達 | 9999 | 9999 | 9999 | 直配大陸"
"【BASEUS 倍思】Apple iPhone 6 Plus/6S Plus 明志(保護套)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【gamax】iPhone6+/5 5S/MIRCO USB 二合一果凍感 傳輸充電線(台灣製 1.5M)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"DELL P2416D","Dell→戴爾.   | 24h購物 | LCD螢幕"
"DELL電池 VOSTRO V1220- 1220N,P03S00,F116N,H048N,0J037N,0F116N,18650A,N887N,P649N","副廠-Dell  | 購物中心 | 電池"
"【Elago】iPhone 6 超薄保護殼(鐵灰)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"電池達人 DELL Latitude XT Tablet PC電池","*DELL | 24h購物 | 充電/電池"
"【SOLiDE】美國軍規抗震手機保護殼 iPhone6/6S ATHENA 雅典娜系列(藍)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【apbs】APPLE iPhone6s/6 Plus 5.5吋 施華洛世奇彩鑽手機殼(香水百合)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【7-CASE】Apple iPhone 6 PLUS 金屬噴砂高質感保護殼","9999 | 9999 | 9999 | 3C"
"【JTL】iPhone 6 4.7吋 自然系純手工真皮保護套(咖啡色)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【MIX STYLE】IPhone6 PLUS 5.5吋 兔子特戰隊印花手機殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【POWER SUPPORT】iPhone6s Flat Bumper 保護邊框(iPhone6 共用)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【MIX STYLE】iPhone5S/5 炫彩漸變雨滴手機殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達 | 9999 | 9999 | 9999 | 直配大陸"
"【iMos】Apple iPhone 6 9H 藍寶石光學鏡頭環","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【SIMPLE WEAR】iPhone 6/6S Plus 專用LUSTER保護殼(光學鍍膜)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
"【KALAIDENG】Apple iPhone 6 4.7吋晶冰時尚皮套","9999 | 9999 | 9999 | 3C"
"【D&A】APPLE iPhone 6 Plus專用日本高階AS螢幕保護貼(AS高密疏油疏水型)","9999 | 9999 | 9999 | 3C"
"【KooPin】Apple iPhone 6 隱磁系列 手提式菱格包(4.7吋)","9999 | 9999 | 9999 | 3C"
"【ZENUS】AVOC Apple iPhone6 plus/6s plus 金屬格紋書本式皮套","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"【KnowStar】APPLE IPhone 6/6S 十二星座奧地利水晶彩繪保護鑽殼(雙子座)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【iMOS 3SAS】Apple iPhone 6/6S Plus 螢幕保護貼(5.5吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Metal-Slim】Apple iPhone 6S/6 4.7UV系列 新型保護殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Apple】iPhone 6s 64G 4.7吋《贈玻璃保護貼》","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【NILLKIN】APPLE iPhone 6 4.7吋 護甲系列雙料邊框(通用iPhone 6S)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Patchworks】C1專利邊框透明殼 for iPhone 6(愛瘋灰)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【MIX STYLE】iPhone5S/5 復古相機保護背殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達 | 9999 | 9999 | 9999 | 直配大陸"
"【Metal-Slim】Apple iPhone6S/6 4.7圓孔設計系列保護殼(皮革漆)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Elago】iPhone 6/6S 鋁合金邊框透明手機殼(玫瑰金)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【AmazingThing】Apple iPhone 6/6S Plus 強化玻璃保護貼","9999 | 9999 | 9999 | 3C"
"DELL電池 6芯 K738H 0Y024C T116C G276C Y022C T112C T114C Vostro 1310 1510 2510","副廠-Dell  | 購物中心 | 電池"
"【FORMARTTI】城堡基本款 iPhone 6s Plus 時尚奢華手機殼(香檳金)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Uncommon】Sneaker ST.系列 iPhone6s Plus 透明背蓋 The GOAT(iPhone6 Plus 共用)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【DDPOP】韓流明星手機殼 For iPhone 6Plus/6SPlus(療癒兔兔吊飾款 粉紅)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【WINDTAC】APPLE iPhone6 螢幕保護貼(鑽石面)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【HODA】iPhone 6 / 6S Plus 5.5吋 2.5D滿版 霧面鋼化玻璃保護貼(0.33mm)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"DELL電池 9芯 R795X XPS L401x XPS L501x XPS L502x XPS L701x XPS L701x 3D XPS L702x","副廠-Dell  | 購物中心 | 電池"
"【GARMMA】Hello Kitty iPhone 6/6S 4.7吋保護殼(超人系列)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【apbs】APPLE iPhone6 plus/iPhone6s Plus 施華洛世奇彩鑽手機殼(相愛)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【ZENUS】Apple iPhone6/6s 蝴蝶禮物-特別版 書本式皮套(2色)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Apple福利品】iPhone6 Plus 64G-太空灰(Apple官方認證未拆福利品)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
"【BASEUS 倍思】APPLE iPhone 6 薄客系列皮質背蓋 保護殼 止滑殼(通用iPhone 6S)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【KnowStar】APPLE iPhone 6s Plus奧地利水晶彩繪防摔氣墊鑽殼-夢想花園(5.5吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Metal-Slim】Apple iPhone 6s/6 plus四折立架設計撞色皮套","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【三麗鷗 Hello Kitty】iPhone 6s/6 4.7吋 凱蒂樂園系列 透明軟式手機殼(繽紛凱蒂)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"卡內基溝通與人際關係(2009新版)(平裝)","溝通表達‧談判‧人際關係 | 24h書店 | 行銷企管 | 24h購物"
"【KnowStar】APPLE iPhone 6S PLUS 奧地利水晶彩繪保護鑽殼-旋轉木馬(I6+)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【DDPOP】韓流明星彩鑽手機殼 For iPhone 6Plus/6Splus(冰鑽雪狐款)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【NILLKIN】Apple iPhone 6/6S 銘將保護殼+磁吸支架","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"DELL電池-14R,15R,17R,14R-4420,14R-5420,14R-5425,15R-5525,15R-7520,17R-7720,15R-SE-4520","副廠-Dell  | 購物中心 | 電池"
"【Dell 適用】19V 4.74A 90W 電源供應器+ 6轉接頭(K1)","Mr.Battery變壓器 | 24h購物 | 充電/電池"
"【Apple】iPhone 6/6s 輕薄菱格壓紋真皮質感手機皮套(紅藍棕灰多色可選)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"【Mobile-style】iPhone 6 6S 雙料插卡 撞色保護殼(4.7吋)","9999 | 9999 | 9999 | 3C"
"【Coresuit】NEWTYPE 輕裝甲金屬飾板+iPhone6 /6s 手機殼(金色)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【ZENDO】NanoSkin iPhone 6/6S 專用全機包覆保護殼(透明)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999"
"【GARMMA】Hello Kitty iPhone 6/6S+ 5.5吋 皮夾式側背皮套(俏麗花園)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【iMos】TouchStream iPhone6s 4.7吋背面霧面保護貼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
"【DEVIA】Apple iPhone 6/6S 晶彩保護殼(舞動)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
"【迪士尼】iPhone 6s / 6 Plus 5.5吋 潮流條紋磁力皮套(微笑史迪奇)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999"
"DELL電池 6芯 WU946 312-0701 312-0702 MT264 KM958 KM965 WU946 Studio 15R ","副廠-Dell  | 購物中心 | 電池"
"【EyeScreen】iPhone 6/6s/6+/6s+ Hybrid Fit 防摔殼(六種顏色)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"Antenna 13吋 時尚筆電包-極簡專業-浮繪印花-日系印花風","antenna | 24h購物 | 商務/電腦包"
"【NILLKIN】Apple iPhone 6 Plus/ 6S Plus 超級護盾(保護殼)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【iMOS】3SAS Apple iPhone 6/6S 疏水疏油保護貼(4.7吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【WINDTAC】APPLE iPHONE6 / iPHONE6s 亮面防指紋保護貼(4.7吋)","9999 | 9999 | 9999 | 3C"
"【NILLKIN】APPLE iPhone 6 Plus 5.5吋 超清防指紋保護貼(含鏡頭貼套裝版)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"電池達人 Dell Vostro 1220, Vostro 1220n 電池","*DELL | 24h購物 | 充電/電池"
"【SPIGEN】iPhone 6s+ Neo Hybrid EX 強化邊框保護殼(透明 TPU 邊框)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【原廠授權】APPLE iPhone6+/6s Plus史努比彩繪TPU防撞氣墊手機殼(5.5吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【iMOS】iPhone 6+/6S+ 3D曲面滿版康寧螢幕保護貼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"APPLE 變壓器 20V 4.25A 85W 新舊款 A1424 A1398 ADP-85FB MD103 MD506 MC875D MC975F","副廠-Apple/Dell/MSI | 24h購物 | 充電/電池"
"【FORMARTTI】龍守高階款 iPhone 6s Plus 時尚奢華手機殼(曜石黑)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【MARVEL 漫威】iPhone 6s / 6 Plus 5.5吋 美國隊長3 彩繪電鍍保護手機殼(英雄內戰)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【三麗鷗】iPhone6 plus/ iPhone6s plus 美樂蒂40週年彩鑽雙料保護殼(花舞)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【Apple】iPhone 6/6s 高質感雙料材質(透明TPU+PC手機殼/保護套)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【norm+】Apple 蘋果原廠認證 / 超耐折不斷電iPhone5/5s/6/6s Lightning Cable 2.2m 傳輸線","9999 | 9999 | 9999 | 3C"
"DELL電池-LATITUDE XPS 15,XPS15D,15-L501X,15-L502X,P11F,P12G,OR4CN5,J70W7,","副廠-Dell  | 購物中心 | 電池"
"【KooPin】蘋果認證傳輸充電線(iPhone 6 / 6 PLUS / 5 5S)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【apbs】APPLE iPhone6s / 6 4.7吋 施華洛世奇彩鑽手機殼(狂野豹紋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【KnowStar】APPLE iPhone 6/6S 奧地利水晶彩繪防摔保護鑽殼-旋轉木馬(4.7吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【PGS】APPLE iPhone6 / iPhone6s 奧地利彩鑽手機殼(鍊愛)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【BASEUS 倍思】Apple iPhone 6/6S 明志保護套","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【MEGA KING】Apple iPhone 6 玻璃保護貼","9999 | 9999 | 9999 | 3C"
"Asus F3,F7,M51,Z53系列電池(9cells)","◆ASUS | 24h購物 | 充電/電池"
"【BASEUS 倍思】Apple iPhone 6/6S 磨砂慕斯軟套","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Super Queen】iPhone 6 Plus 壓克力保護殼(贈品: 3C 配件萬用包)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 12H速達"
"【RHINO SHIELD】犀牛盾 iPhone6 Plus/6S Plus 5.5吋適用 科技緩衝材質耐衝擊邊框殼(白色)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"電池達人 DELL Inspiron 1400, 1420, 1520, Vostro 1400, 1420電池","副廠-Dell  | 購物中心 | 電池"
"【POWER SUPPORT】iPhone6s Air jacket 保護殼 黑色(iPhone6 共用)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達 | 9999 | 9999 | 9999 | 直配大陸"
"【GCOMM】iPhone6/6S Plus 5.5” Steel Shield 柳葉紋鋼片惻翻皮套(香檳金)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達"
"【BRITECH】3D全滿版鋼化玻璃保護貼 iPhone6/6s(白色)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【Patchworks】日韓 時尚通勤保護殼 for iPhone 6(愛瘋灰)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【原廠授權】APPLE IPhone 6/6s 史努比奧地利水晶彩繪防摔手機鑽殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Mobile-style】iPhone 6 6S Plus 雙料鏡面 防刮保護殼(5.5吋)","9999 | 9999 | 9999 | 3C"
"【TORRAS】APPLE iPhone 6 4.7吋(帆系列雙色樹紋皮革拼接磁吸支架皮套)","9999 | 9999 | 9999 | 3C"
"【NILLKIN】APPLE IPHONE 6 4.7吋本色系列TPU軟套","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達 | 9999 | 9999 | 9999 | 直配大陸"
"【OpenBox】爆閃手機殼 for iPhone 6Plus/6splus(派大星邱比特)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【Apple 官方認證福利品】iPhone 6 PLUS 64G 智慧型手機(金色)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【PGS】APPLE iPhone6s / 6 4.7吋 奧地利彩鑽防摔手機殼(香吻)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【RedMoon】APPLE iPhone5/5S 晶透TPU保護軟殼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"心靈鑰匙 BD","BD熱門電影 | 24h書店 | DVD／BD | 24h購物"
"【BASEUS 倍思】APPLE iPhone 6 4.7吋 太空殼PRO(TPU+PC雙材質 通用iPhone 6S)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
"DELL S2715H","Dell→戴爾.   | 24h購物 | LCD螢幕"
"【藍寶堅尼】iPhone 6/6S Plus H D1 高質感皮套 紅(Lamborghini 授權)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【DDPOP】韓流明星彩鑽手機殼 For iPhone 6Plus/6Splus(雪豹國王款)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【PSD】iphone6 plus/6S plus 0.2mm 康寧玻璃保護貼","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【KnowStar】APPLE iPhone 6/6S 奧地利水晶彩繪保護鑽殼-美人魚(4.7吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"i-shock高透明立體鍵盤保護膜-66","NB鍵盤膜│DELL | 24h購物 | USB周邊"
"【CHIUCHIU】iPhone 6s Plus荔枝紋側掀式可插卡立架型保護皮套","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999"
"【VAT】APPLE IPhone 6/6s 奧地利水晶彩繪防摔手機鑽殼-斑比(4.7吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【資詠】Apple iPhone 6 4.7吋 濾藍光玻璃保護貼","9999 | 9999 | 9999 | 3C"
"i-shock高透明立體鍵盤保護膜-65","NB鍵盤膜│DELL | 24h購物 | USB周邊"
"【M-style】Apple iPhone 6 雙色糖果 斜紋支架側翻皮套(4.7吋)","9999 | 9999 | 9999 | 3C | 9999"
"【御守膜王】iPhone 6S日本原廠硬度9H奈米玻璃保護貼 次世代9H鋼化玻璃(2.5D弧邊版)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【MIX STYLE】iPhone5S/5經典復古磁帶 矽膠手機保護套","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 12H速達 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 直配大陸"
"【VAT】APPLE IPhone 6/6s 奧地利水晶彩繪防摔手機鑽殼-喵嗚(4.7吋)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"iPhone 6s Plus 高強度機身保護硬殼套(全透明色)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【APPLE】iphone 6s 4.7吋 128G 智慧型手機(贈-玻璃貼+保護套+自拍桿+冰淇淋卷*1)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"【LUCCIDA】Apple iphone6/6s 4.7吋(透明保護殼+玻璃貼-超省包)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"【FORMARTTI】蝴蝶尊貴款 iPhone 6s 時尚奢華手機殼(玫瑰金 火紅)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"EZstick機身保護貼 - Dell Inspiron 14R 專用 (DIY包膜)"," 》EZstick機身膜▼送 | 購物中心 | 周邊"
"【Mr.com】康寧3D滿版0.3mm超薄9H玻璃保護貼(iPhone6)","9999 | 9999 | 9999 | 3C | 9999 | 9999"
"【apbs】APPLE iPhone6 plus / iPhone6s Plus 施華洛世奇彩鑽保護殼(青花瓷)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"【OpenBox】可愛爆閃手機殼 for iPhone 6Plus/6splus(潛水米奇)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999 | 9999"
"《人性的弱點》75周年最新增訂紀念版:改變一生的人際溝通關鍵法則(精裝)","溝通表達‧談判‧人際關係 | 24h書店 | 行銷企管 | 24h購物"
"【Apple 官方認證福利品】iPhone 6 16G 智慧型手機(太空灰)","9999 | 9999 | 9999 | 3C | 9999 | 9999 | 9999 | 9999 | 9999"
